psraid,state,community,region,registered,oftvote,vote,sex,age,educ,racethn,marital,parent,income,party
104539,44,S,1,1,2,2,1,71,5,1,1,2,6,3
104542,48,U,3,1,1,1,1,19,3,3,6,2,4,2
104556,48,U,3,1,1,3,1,34,8,2,1,2,9,3
104570,20,R,2,1,1,2,2,99,4,1,5,2,3,1
104583,37,U,3,1,2,2,2,67,4,1,1,2,7,4
104589,42,S,1,1,2,1,2,66,6,1,6,2,3,2
104590,45,S,3,1,1,2,1,77,6,1,1,2,10,1
104600,45,S,3,1,1,3,1,69,8,1,1,2,5,5
104601,24,S,3,1,5,1,2,67,3,2,1,2,10,2
104616,21,U,3,1,1,1,2,66,8,1,3,2,6,2
104618,42,S,1,1,1,1,2,29,3,1,1,1,6,2
104627,51,S,3,1,2,2,2,54,3,1,1,2,9,1
104628,45,S,3,1,1,2,2,79,6,1,1,2,5,3
104635,39,S,2,1,1,2,2,79,3,1,3,2,2,1
104636,42,S,1,2, ,1,2,75,6,1, , , ,2
104638,51,S,3,1,1,1,1,41,4,1,6,2,5,3
104642,13,R,3,1,1,1,2,41,4,1,1,1,2,2
104643,33,U,1,1,1,2,2,45,4,1,1,1,6,1
104647,13,R,3,1,1,1,2,26,8,2,5,2,2,2
104651,42,S,1,1,1,2,1,55,4,9,1,2,6,3
104653,12,S,3,1,1,2,2,73,5,1,5,2,10,1
104663,42,R,1,1,1,2,1,62,3,1,1,2,9,1
104664,18,U,2,1,4,9,1,60,1,1,6,2,1,2
104665,34,S,1,1,1,1,2,47,6,1,1,1,9,2
104670,26,R,2,1,1,2,1,59,6,1,1,2,10,3
104674,39,R,2,1,1,1,2,64,4,9,1,2,10,3
104679,8,S,4,1,1,1,1,42,6,1,1,1,10,3
104684,1,S,3,1,1,1,2,49,8,1,1,1,8,2
104686,4,R,4,1,2,1,1,18,3,4,6,2,1,2
104694,1,S,3,1,2,2,1,47,7,1,1,1,8,1
104697,48,U,3,1,2,2,2,37,6,4,1,1,8,1
104704,18,S,2,1,1,1,1,83,4,1,5,2,3,2
104708,8,U,4,1,1,2,1,78,6,1,1,2,7,1
104709,54,R,3,1,1,1,1,62,5,1,1,2,8,2
104711,48,S,3,1,2,2,2,69,3,1,1,2,10,1
104714,27,S,2,1,2,2,1,36,4,1,1,1,4,3
104724,29,R,2,1,2,1,2,67,3,4,5,2,3,1
104725,17,R,2,1,2,1,1,45,8,1,1,1,7,2
104734,48,U,3,1,1,1,2,73,6,2,5,2,4,2
104738,29,S,2,1,2,1,1,54,3,1,6,2,4,3
104744,22,R,3,1,1,1,2,66,2,2,3,2,1,2
104745,27,U,2,1,3,2,2,75,5,1,1,2,4,1
104746,47,R,3,1,1,9,2,99,3,1,1,2,4,3
104750,48,S,3,1,2,1,2,70,8,1,1,2,6,3
104760,27,S,2,1,1,2,1,52,6,1,1,1,5,3
104772,31,U,2,1,2,1,2,39,5,1,1,1,8,2
104777,27,R,2,1,1,2,1,48,6,1,1,1,7,3
104778,25,S,1,1,1,2,1,54,6,1,1,1,9,3
104779,19,R,2,1,1,2,2,41,8,1,1,1,7,1
104783,16,S,4,1,1,2,2,34,5,1,1,1,6,1
104784,30,R,4,1,1,1,1,58,6,1,6,2,2,2
104785,17,S,2,1,1,2,2,46,8,1,1,1,7,3
104786,34,S,1,1,1,1,2,58,2,1,3,2,4,2
104789,30,R,4,1,1,1,2,83,8,1,6,2,6,2
104800,41,S,4,1,1,2,1,43,6,1,1,1,7,1
104801,41,S,4,1,2,3,1,51,3,1,1,1,10,3
104809,48,U,3,1,1,2,2,55,9,1,9,2,10,1
104813,16,S,4,1,1,2,2,69,5,1,5,2,6,3
104816,6,S,4,1,5,9,2,18,3,3,6,2,10,3
104840,6,S,4,1,1,2,2,77,5,1,5,2,4,9
104841,6,S,4,1,1,2,1,47,6,1,1,1,9,3
104846,6,U,4,1,2,1,1,66,3,1,1,2,4,2
104847,6,U,4,1,1,1,1,52,6,1,1,1,8,2
104849,53,U,4,1,1,9,2,70,2,9,9,2,10,1
104851,53,R,4,1,2,2,1,59,6,1,1,2,4,1
104854,6,U,4,1,2,1,2,21,2,3,6,2,3,3
104866,16,R,4,1,5,1,1,21,3,3,1,1,3,2
104867,4,S,4,1,1,1,1,51,6,1,1,1,10,2
104872,4,S,4,1,3,1,1,19,4,1,6,2,9,3
104892,6,S,4,1,1,1,2,51,8,1,1,1,8,2
104893,6,S,4,1,2,2,1,68,8,1,1,2,9,1
104898,9,S,1,1,1,9,2,99,4,1,5,2,3,3
104899,12,U,3,1,2,1,2,55,7,2,1,2,7,2
104908,51,S,3,2, ,9,1,50,4,3, , , ,4
104910,24,S,3,1,1,1,2,53,5,1,3,2,4,2
104911,34,S,1,2, ,1,1,63,5,1, , , ,3
104917,13,S,3,1,1,1,2,29,3,2,6,1,1,2
104919,26,U,2,1,1,1,2,77,6,1,5,2,10,2
104921,25,U,1,1,1,9,1,60,6,1,6,2,1,2
104922,26,U,2,2, ,1,1,19,2,2, , , ,3
104923,24,S,3,1,1,9,1,37,6,1,1,1,10,1
104926,39,S,2,1,1,2,1,61,6,1,1,1,8,1
104929,37,S,3,1,1,2,2,74,3,1,5,2,2,1
104939,6,U,4,2, ,1,1,68,1,3, , , ,4
104941,53,R,4,1,1,2,1,78,7,1,1,2,5,1
104947,6,S,4,1,2,2,2,72,4,1,6,2,2,1
104952,6,S,4,2, ,9,1,40,4,4, , , ,3
104957,6,S,4,1,1,1,2,25,6,1,6,2,8,2
104962,41,S,4,1,1,2,2,99,8,1,5,2,6,1
104966,6,S,4,1,1,2,2,71,4,9,1,2,10,1
104976,6,S,4,2, ,1,2,43,3,3, , , ,1
104983,48,S,3,1,1,2,2,69,6,1,1,2,5,1
104984,47,S,3,1,1,2,1,87,8,1,1,2,9,3
104987,19,U,2,1,1,2,1,51,5,1,1,1,7,1
104997,17,U,2,1,1,1,1,46,8,1,6,2,9,2
105004,48,S,3,1,1,2,2,68,4,1,1,2,4,1
105007,29,R,2,1,2,2,2,69,3,1,1,1,4,1
105013,40,U,3,1,1,1,2,32,4,3,4,1,4,2
105015,47,U,3,1,1,1,2,40,4,1,1,1,7,2
105018,17,U,2,2, ,1,2,23,3,1, , , ,2
105024,5,R,3,1,4,2,2,18,3,1,6,2,7,3
105025,48,R,3,2, ,2,2,55,3,1, , , ,1
105039,48,U,3,1,1,2,2,41,6,1,1,1,8,3
105041,17,S,2,1,5,1,2,40,4,3,3,2,2,2
105043,6,U,4,1,9,1,1,48,6,1,6,2,9,2
105067,48,U,3,2, ,1,2,38,5,3, , , ,2
105073,22,S,3,1,2,2,2,99,9,9,1,2,10,1
105074,31,R,2,1,2,2,2,47,3,1,1,1,5,1
105075,55,R,2,1,2,3,2,80,4,1,5,2,4,3
105077,40,U,3,2, ,1,2,33,5,2, , , ,3
105084,5,R,3,1,1,2,1,37,4,4,1,1,4,1
105089,1,S,3,1,1,9,2,80,3,1,5,2,2,3
105092,48,S,3,2, ,2,2,69,4,1, , , ,1
105093,48,R,3,2, ,2,2,31,5,1, , , ,1
105098,55,U,2,2, ,2,2,61,8,1, , , ,1
105099,46,U,2,1,1,1,2,60,4,1,6,2,3,2
105104,29,R,2,1,5,2,1,19,3,1,6,2,8,1
105106,22,U,3,1,2,1,1,29,4,1,1,1,6,3
105112,29,U,2,1,2,1,2,50,8,2,6,2,6,2
105131,55,S,2,1,1,2,2,99,6,1,5,2,5,1
105133,5,S,3,2, ,2,2,59,3,1, , , ,2
105138,27,S,2,1,1,2,1,43,8,1,1,1,8,1
105139,6,U,4,1,1,1,1,63,1,3,1,2,1,2
105146,55,S,2,1,1,2,1,52,8,1,1,2,8,3
105154,17,S,2,1,1,9,1,70,4,1,1,2,2,3
105158,22,R,3,1,1,2,1,54,3,1,1,2,7,1
105165,29,R,2,1,3,2,1,99,3,1,1,2,4,3
105167,48,U,3,1,1,1,2,38,6,2,6,1,7,2
105175,17,S,2,1,1,1,1,63,6,1,1,2,8,3
105177,48,U,3,1,1,1,2,40,8,2,1,1,7,2
105190,48,U,3,1,1,1,2,51,8,1,1,1,6,2
105195,15,R,4,1,1,1,1,86,6,1,1,2,5,1
105197,15,S,4,1,1,2,1,69,3,4,1,2,3,1
105212,41,R,4,1,1,2,2,76,2,1,6,2,10,1
105213,26,S,2,1,4,1,2,62,2,2,5,2,2,2
105214,12,S,3,1,1,2,1,57,6,1,1,2,8,1
105215,34,S,1,1,1,1,2,85,5,1,5,2,10,2
105219,13,S,3,1,1,2,2,59,5,1,1,2,10,1
105225,39,S,2,2, ,9,2,26,1,1, , , ,4
105229,45,S,3,1,1,1,1,68,3,1,1,2,6,3
105232,34,S,1,1,1,2,1,46,8,1,1,1,10,3
105233,47,S,3,2, ,1,2,54,3,1, , , ,2
105236,36,S,1,1,1,1,2,69,7,1,1,2,6,2
105237,9,U,1,2, ,1,1,27,6,4, , , ,2
105243,34,S,1,1,3,9,2,60,4,1,1,2,5,4
105246,36,U,1,1,1,1,2,35,8,4,6,2,9,2
105261,10,S,3,1,4,1,2,63,3,3,5,2,1,1
105263,11,U,3,1,1,1,2,33,6,1,1,1,10,2
105267,37,S,3,1,1,1,1,69,6,1,3,2,10,2
105271,42,R,1,1,1,3,2,50,4,1,1,1,9,3
105279,37,U,3,1,1,2,2,62,3,1,1,2,6,1
105289,39,S,2,1,1,2,1,69,6,1,1,2,8,3
105296,42,S,1,1,1,1,2,70,3,1,1,2,5,2
105299,37,S,3,1,2,2,2,64,3,1,1,2,8,1
105302,39,R,2,1,1,1,2,87,5,1,2,2,10,3
105303,18,R,2,1,2,2,2,32,5,1,1,1,6,1
105306,12,S,3,1,1,1,1,83,6,1,5,2,5,2
105307,42,S,1,1,3,2,2,52,8,1,3,2,8,2
105311,25,S,1,1,2,2,1,47,6,1,2,2,8,3
105314,37,R,3,1,1,1,2,18,3,2,6,1,3,2
105324,13,S,3,1,1,2,1,50,6,1,3,2,8,1
105327,12,S,3,1,1,2,2,80,3,1,1,2,10,1
105328,54,R,3,1,1,2,2,54,6,1,1,2,8,2
105334,51,S,3,2, ,1,1,29,1,3, , , ,9
105336,34,S,1,1,1,2,1,88,4,1,5,2,10,1
105342,47,R,3,1,1,2,1,29,8,1,1,2,2,1
105349,45,R,3,1,1,1,2,58,5,2,3,2,2,2
105354,18,U,2,1,1,1,2,77,6,1,6,2,10,3
105360,36,S,1,1,2,2,2,47,4,1,1,1,7,1
105371,51,U,3,1,1,1,1,69,6,1,1,2,6,3
105374,33,R,1,1,2,1,2,65,6,1,1,2,7,3
105376,39,S,2,1,1,2,2,53,6,1,1,2,7,3
105378,26,U,2,1,1,1,2,72,8,1,6,2,5,2
105380,39,S,2,1,1,1,2,87,6,1,1,2,2,2
105385,12,U,3,2, ,1,2,83,3,1, , , ,2
105389,45,S,3,2, ,2,1,51,5,1, , , ,3
105400,42,U,1,1,1,1,2,59,6,2,3,2,6,2
105404,12,S,3,1,1,2,1,78,6,1,1,2,10,3
105409,47,R,3,1,1,1,2,85,3,1,1,2,3,2
105417,36,U,1,1,1,1,1,48,6,1,1,2,9,2
105419,39,S,2,1,1,2,1,58,3,2,1,2,8,3
105422,42,R,1,1,2,1,1,64,8,1,1,2,3,2
105430,37,S,3,1,1,1,1,47,6,2,1,1,8,2
105431,37,R,3,1,1,9,2,91,2,1,6,2,1,4
105434,39,S,2,1,1,1,2,80,4,1,5,2,2,2
105437,51,S,3,1,1,1,2,78,6,1,5,2,5,2
105439,39,U,2,1,2,1,2,57,3,1,3,2,4,2
105442,54,R,3,1,1,2,2,69,4,1,5,2,5,3
105452,36,S,1,1,1,2,2,63,3,1,3,2,4,1
105455,34,S,1,1,2,1,1,73,3,1,3,2,4,2
105456,36,U,1,1,2,3,1,57,4,1,1,2,6,3
105458,39,S,2,1,1,2,2,64,8,1,1,2,6,3
105459,26,R,2,2, ,9,2,59,8,4, , , ,3
105461,36,U,1,1,2,1,2,69,8,1,2,2,9,2
105465,45,S,3,2, ,9,2,47,2,1, , , ,9
105467,51,R,3,1,1,1,1,47,3,1,1,1,3,2
105469,36,S,1,1,2,2,1,43,6,1,1,1,8,3
105471,26,S,2,1,1,2,1,60,8,1,1,2,10,3
105487,39,S,3,1,1,2,1,65,5,1,1,2,7,3
105489,36,U,1,1,2,1,1,67,3,1,6,2,7,2
105491,47,R,3,1,1,1,2,69,4,1,1,2,5,2
105505,37,S,3,1,4,2,1,43,2,1,6,2,1,1
105506,50,R,1,1,1,1,2,52,8,1,1,2,7,2
105508,12,S,3,1,1,1,1,49,3,1,3,2,2,2
105513,25,U,1,1,1,2,1,65,4,1,3,2,5,3
105527,37,U,3,1,1,2,2,80,6,4,5,2,4,1
105528,21,R,3,1,3,2,2,74,3,1,1,2,3,1
105529,13,S,3,1,1,2,2,73,5,1,1,2,6,3
105531,12,S,3,1,2,1,2,56,4,1,2,2,3,2
105532,37,R,3,1,1,2,1,51,8,1,1,2,8,1
105544,37,U,3,1,1,1,2,24,2,3,6,1,1,2
105548,51,S,3,1,1,1,1,41,4,1,1,2,3,3
105550,51,S,3,1,1,2,2,65,4,1,1,2,8,3
105552,12,S,3,1,1,2,2,43,5,1,6,2,1,3
105558,51,R,3,1,1,2,2,73,8,1,1,2,7,1
105564,37,S,3,1,1,2,1,58,3,1,1,2,10,1
105565,42,S,3,2, ,1,2,30,8,4, , , ,3
105573,12,S,3,1,1,1,2,99,6,2,1,2,10,3
105576,37,S,3,2, ,1,2,63,3,1, , , ,2
105577,13,U,3,1,4,2,1,26,4,1,6,2,6,1
105582,12,S,3,1,1,2,2,78,5,1,1,2,4,1
105585,45,U,3,1,1,1,2,59,3,2,6,2,3,2
105592,12,R,3,1,1,1,2,86,3,1,5,2,4,2
105597,24,S,3,1,1,1,1,46,6,2,1,1,7,2
105607,51,S,3,1,1,2,2,99,5,1,9,9,10,3
105608,13,S,3,1,1,1,2,40,8,2,1,1,9,2
105610,13,S,3,1,2,2,1,64,8,1,1,2,10,3
105616,13,S,3,2, ,1,2,88,3,1, , , ,2
105618,12,U,3,1,1,2,1,68,4,1,1,2,6,2
105620,12,S,3,1,1,1,2,73,6,1,1,2,3,2
105636,9,S,1,1,2,2,1,65,8,1,1,2,9,3
105642,36,R,1,1,1,1,2,88,6,1,5,2,10,2
105645,36,U,1,1,2,3,1,51,3,1,1,2,4,3
105647,34,S,1,1,1,2,2,53,3,1,1,2,10,3
105652,42,R,1,1,1,2,2,51,3,1,1,2,5,1
105656,33,U,1,1,2,2,1,55,4,1,1,2,4,3
105659,42,R,1,1,1,1,2,69,8,1,1,2,9,2
105665,42,S,1,1,1,1,2,65,5,1,3,2,7,3
105668,50,R,1,1,4,2,2,33,4,1,2,1,2,3
105676,42,S,1,1,1,3,1,58,2,1,1,1,2,4
105677,36,S,1,1,1,1,1,80,5,1,1,2,6,3
105678,34,S,1,1,1,1,2,44,8,1,1,1,9,3
105679,42,S,1,1,1,1,2,61,6,9,1,2,6,2
105684,42,R,1,1,3,1,1,23,8,3,2,2,9,3
105686,42,U,1,1,1,1,1,65,6,1,6,2,7,2
105695,56,R,4,1,2,1,2,40,5,1,1,1,7,3
105698,33,R,1,1,1,2,1,69,6,1,1,2,10,1
105702,18,S,2,1,1,9,1,71,3,1,1,2,6,3
105705,6,U,4,1,1,2,2,75,6,1,3,2,4,3
105710,36,R,1,1,2,2,2,59,3,1,5,2,2,2
105711,42,S,1,1,2,1,2,64,3,1,1,2,7,3
105713,36,U,1,1,1,1,1,52,8,1,6,2,9,2
105724,26,R,2,1,1,2,1,49,6,1,3,1,5,3
105726,34,S,1,1,1,2,2,68,6,1,1,2,10,9
105736,16,S,4,1,2,1,2,60,4,1,1,2,5,2
105744,48,S,3,2, ,9,2,99,4,1, , , ,3
105745,40,S,3,1,1,1,2,41,5,4,2,2,3,2
105746,48,S,3,1,2,1,2,48,8,2,1,1,7,2
105747,5,R,3,2, ,2,2,80,1,1, , , ,4
105749,47,U,3,1,1,1,2,52,4,1,5,2,1,2
105751,40,U,3,1,2,2,2,50,4,1,1,2,5,1
105756,6,U,4,1,1,1,2,48,4,1,1,1,7,3
105762,8,R,4,1,1,2,2,57,5,1,1,2,6,3
105765,27,S,2,1,1,2,2,25,3,1,1,1,10,1
105768,39,S,2,1,1,9,1,72,8,1,1,2,10,9
105772,18,S,2,1,3,2,1,44,2,1,1,1,5,1
105773,26,R,2,1,1,1,1,38,6,3,1,2,5,2
105780,28,S,3,1,2,1,2,62,6,1,1,2,5,2
105784,49,S,4,1,1,2,2,67,8,1,3,2,5,3
105787,21,R,3,1,3,2,1,85,1,1,5,2,1,1
105789,48,U,3,1,1,1,2,62,3,4,5,2,6,2
105793,18,S,2,1,1,2,2,46,6,1,1,1,10,3
105796,39,S,2,1,2,1,2,53,3,2,1,2,7,2
105800,48,U,3,1,1,2,1,35,3,3,1,1,8,3
105801,6,S,4,1,1,9,1,69,6,1,2,2,5,3
105820,39,U,2,1,1,1,2,77,3,1,1,2,6,2
105828,48,U,3,1,3,1,1,49,6,1,6,2,9,3
105833,24,S,3,1,1,9,2,50,8,1,5,2,10,2
105839,48,S,3,1,2,2,2,60,6,3,5,2,2,1
105843,29,R,2,1,1,1,1,24,5,1,6,2,3,1
105844,13,R,3,1,2,1,2,65,4,1,3,2,3,3
105861,36,U,1,1,3,1,2,32,6,3,6,1,5,2
105869,42,S,1,1,1,1,2,57,7,1,1,2,9,2
105872,36,U,1,1,2,1,2,44,6,1,6,2,10,3
105875,53,S,4,1,1,1,1,55,8,1,1,1,10,2
105876,39,U,2,1,2,1,1,35,6,1,1,1,7,2
105878,8,S,4,1,1,2,2,60,8,1,5,2,6,3
105884,53,S,4,1,1,1,2,40,7,9,3,2,2,4
105888,36,U,1,1,2,1,2,42,6,2,4,1,8,2
105890,28,R,3,1,1,1,2,62,6,2,1,2,7,2
105891,8,U,4,1,2,2,2,43,8,1,1,1,8,1
105892,41,U,4,1,3,3,1,26,4,1,6,2,10,4
105893,48,S,3,1,1,2,1,58,6,1,1,1,8,1
200021,9,U,1,2, ,1,2,77,2,1, , , ,3
200028,11,U,3,2, ,1,2,34,1,3, , , ,2
200029,36,U,1,2, ,1,1,32,6,1, , , ,3
200034,34,S,1,1,1,9,2,58,8,1,1,2,10,9
200052,13,S,3,1,1,2,2,23,6,1,6,1,2,1
200059,18,U,2,2, ,1,1,42,4,1, , , ,1
200092,24,S,3,2, ,9,1,32,6,2, , , ,2
200114,45,U,3,1,4,2,1,80,3,9,1,2,1,9
200129,13,S,3,1,3,2,1,70,6,1,1,2,9,3
200134,34,S,1,1,2,2,2,56,6,1,1,2,8,1
200137,29,S,2,1,2,9,2,99,8,1,6,2,9,3
200140,17,U,2,1,1,1,1,48,4,2,4,2,1,2
200141,13,S,3,2, ,1,2,35,6,1, , , ,3
200143,51,S,3,1,1,1,2,65,8,1,1,2,8,3
200152,28,U,2,2, ,2,1,33,3,1, , , ,1
200160,22,R,3,2, ,2,1,18,3,1, , , ,3
200190,33,U,1,1,2,2,1,39,3,1,1,2,7,1
200197,42,U,1,1,1,1,2,43,5,2,6,2,1,3
200200,42,R,1,1,3,2,1,33,8,1,6,2,4,3
200202,5,R,3,2, ,2,1,26,3,1, , , ,3
200208,48,S,3,1,3,2,1,18,3,4,6,2,2,3
200210,38,U,2,1,1,2,1,64,5,1,1,2,7,1
200215,25,S,1,1,1,1,1,49,4,2,1,2,1,2
200224,18,U,2,2, ,2,2,23,3,1, , , ,3
200234,12,S,3,2, ,2,2,83,3,1, , , ,1
200236,51,U,3,1,1,2,1,51,3,3,1,2,6,1
200241,27,S,2,2, ,9,2,20,4,1, , , ,3
200267,47,R,3,2, ,1,2,38,8,1, , , ,2
200273,18,S,2,1,2,2,1,67,3,1,1,2,10,3
200282,48,S,3,1,2,1,1,28,8,4,1,2,8,3
200289,20,S,2,1,5,1,2,21,3,1,6,2,2,3
200294,1,U,3,1,5,1,1,18,2,2,6,2,6,2
200306,12,S,3,1,2,2,2,29,8,1,2,2,9,1
200310,12,U,3,1,2,1,1,42,8,4,6,2,6,2
200349,17,R,2,1,2,1,2,54,3,1,1,2,5,1
200359,37,U,3,2, ,2,1,27,8,9, , , ,3
200374,17,U,2,2, ,1,2,26,3,1, , , ,4
200383,4,R,3,2, ,9,1,60,2,9, , , ,4
200408,12,U,3,2, ,1,2,30,6,2, , , ,2
200439,28,R,3,1,1,2,1,49,4,1,1,1,6,3
200441,40,S,3,2, ,1,2,42,8,1, , , ,2
200454,18,U,2,1,1,2,2,42,6,1,1,1,4,1
200459,33,U,1,1,1,2,2,60,6,1,1,2,8,1
200474,48,S,3,1,2,2,2,51,5,4,1,2,7,1
200481,1,R,3,1,1,2,1,61,5,1,3,2,4,3
200493,42,U,1,1,2,1,1,22,4,1,6,2,1,3
200496,24,S,3,1,1,2,1,63,5,1,1,2,7,1
200521,48,U,3,1,1,1,2,70,6,1,1,2,10,2
200530,16,S,4,2, ,9,1,68,3,1, , , ,3
200531,42,U,1,1,2,1,2,40,5,1,1,1,3,2
200536,8,R,4,1,1,2,1,48,6,1,3,2,7,3
200540,20,R,2,1,1,2,1,59,3,1,5,2,4,1
200560,37,U,3,1,1,2,1,58,5,1,1,2,9,1
200569,36,U,1,1,2,1,2,62,5,1,3,2,7,2
200604,21,S,3,1,2,2,1,63,3,1,1,2,7,2
200622,5,S,3,1,1,1,2,72,2,2,3,2,3,2
200624,34,S,1,1,6,1,2,20,3,1,6,2,10,3
200629,51,S,3,1,2,2,1,34,6,1,1,1,9,3
200641,26,S,2,1,2,3,2,53,5,1,1,1,8,3
200645,16,R,4,1,2,2,1,44,8,1,1,1,8,1
200682,19,R,2,2, ,2,1,51,3,1, , , ,1
200685,48,S,3,2, ,1,1,49,2,3, , , ,3
200687,34,S,1,1,2,2,1,57,4,1,9,2,1,1
200688,51,U,3,1,2,1,1,29,6,1,1,2,8,3
200689,17,R,2,1,1,2,1,56,8,1,1,2,7,3
200694,55,S,2,2, ,1,1,30,3,1, , , ,2
200701,48,S,3,2, ,2,2,54,8,3, , , ,1
200702,12,U,3,1,1,1,1,36,6,1,6,2,7,2
200705,8,U,4,2, ,2,1,69,4,1, , , ,1
200709,4,U,4,2, ,1,1,27,4,3, , , ,3
200710,6,U,4,2, ,1,1,20,4,3, , , ,1
200723,42,S,1,1,2,1,1,54,8,1,3,2,9,3
200727,41,S,4,2, ,1,1,26,3,3, , , ,2
200743,4,U,4,1,1,2,1,71,3,1,1,2,5,3
200746,21,U,3,1,2,2,1,21,4,1,6,2,9,1
200787,12,R,3,2, ,9,2,31,1,1, , , ,3
200799,6,R,4,1,1,2,2,72,4,1,3,2,5,1
200808,48,S,3,1,1,1,1,53,2,2,6,2,10,1
200809,4,R,4,2, ,2,2,21,2,4, , , ,4
200838,4,U,4,1,1,2,2,51,5,1,1,2,7,1
200857,8,S,4,1,1,1,1,37,8,1,1,1,7,2
200874,25,U,1,1,6,1,1,18,3,1,6,2,5,2
200887,8,U,4,1,2,1,1,54,5,1,3,2,4,3
200913,6,S,4,1,1,3,2,29,6,1,1,1,5,3
200916,6,S,4,1,2,1,2,56,8,1,3,2,7,2
200931,36,S,1,1,4,1,2,20,3,2,6,2,10,2
200943,6,S,4,1,2,2,1,48,6,1,4,1,9,1
200988,34,S,1,1,4,9,2,29,3,1,1,1,10,3
200996,24,R,1,1,2,2,1,60,6,1,3,2,9,3
201011,6,U,4,1,4,2,1,19,3,1,6,1,3,1
201017,6,R,4,1,1,1,1,72,5,1,1,2,7,2
201042,6,U,4,1,1,2,1,74,8,1,3,2,6,1
201080,8,U,4,1,1,1,2,40,6,1,1,2,6,2
201093,6,U,4,2, ,1,2,53,3,1, , , ,2
201101,18,U,2,2, ,1,1,18,4,1, , , ,3
201105,21,R,3,1,1,2,1,66,4,1,2,2,6,3
201123,6,S,4,1,1,1,1,83,6,1,3,2,3,2
201125,18,S,2,1,1,1,2,22,4,1,6,2,1,2
201139,6,S,4,2, ,1,1,71,8,1, , , ,2
201157,32,U,4,1,1,1,1,45,8,1,6,2,6,1
201161,27,U,2,1,1,2,1,59,3,1,1,2,10,1
201162,6,S,4,2, ,2,1,73,3,1, , , ,1
201167,17,S,2,1,2,1,1,54,4,2,1,1,4,3
201168,53,U,4,1,2,2,1,37,5,3,6,2,4,3
201169,41,S,4,2, ,2,2,36,6,1, , , ,3
201174,4,U,4,1,2,2,1,50,4,1,1,2,6,1
201186,53,U,4,1,1,9,2,71,2,4,1,2,10,4
201196,48,U,4,1,5,2,1,18,3,3,6,2,6,1
201204,41,R,4,2, ,1,2,31,5,3, , , ,3
201208,4,U,4,1,1,2,1,23,5,3,6,2,8,1
201236,6,R,4,1,1,1,2,65,6,1,3,2,6,2
201247,48,U,3,1,1,1,2,46,4,1,6,2,6,2
201263,49,S,4,1,1,2,1,55,5,1,1,1,7,1
201284,16,R,4,1,5,2,1,19,2,1,6,2,10,1
201291,53,S,4,1,2,2,2,47,6,1,1,2,6,1
201296,28,S,3,1,1,1,2,59,4,2,6,2,1,2
201310,1,S,3,1,3,1,1,27,3,2,6,2,10,3
201328,1,R,4,1,1,2,1,37,8,4,1,1,7,1
201336,55,R,2,1,1,2,1,47,6,1,5,1,6,3
201352,48,S,3,2, ,1,2,50,1,3, , , ,3
201382,49,R,4,1,1,2,2,42,6,1,1,1,7,3
201388,20,U,2,2, ,2,1,21,3,1, , , ,1
201391,6,S,4,1,1,1,1,24,5,3,6,2,2,3
201395,8,U,4,1,2,2,1,72,8,1,1,2,5,3
201396,6,U,4,1,2,2,1,63,5,1,3,2,1,1
201397,8,R,4,2, ,9,2,65,4,3, , , ,3
201414,1,R,3,1,1,2,2,49,3,1,1,2,7,1
201425,28,R,3,2, ,1,2,32,3,2, , , ,2
201429,53,S,4,1,1,2,1,54,4,4,1,2,7,3
201433,6,U,4,2, ,1,2,18,3,3, , , ,3
201437,55,R,2,1,1,2,1,41,4,1,1,1,7,3
201442,8,S,4,1,5,3,1,19,3,1,2,2,4,3
201446,47,U,3,1,2,3,2,22,3,1,6,2,3,3
201452,53,S,4,2, ,2,1,85,3,1, , , ,1
201453,29,S,2,1,1,1,2,38,5,2,6,1,2,2
201477,15,S,4,1,2,2,1,27,4,1,6,2,6,1
201485,41,U,4,1,2,2,1,24,3,1,1,1,1,3
201502,1,R,3,1,2,2,2,62,4,1,3,2,10,1
201506,6,U,4,1,1,1,2,63,8,1,3,2,6,2
201508,41,R,4,2, ,2,2,34,3,1, , , ,1
201536,55,R,2,1,3,1,2,39,3,1,3,1,3,3
201549,15,R,4,2, ,1,1,55,3,4, , , ,3
201552,6,S,4,2, ,1,1,49,1,3, , , ,2
201554,6,U,4,1,2,1,2,32,6,4,1,1,6,2
201559,48,S,3,1,2,3,1,36,6,1,2,1,6,3
201562,20,S,2,2, ,1,2,55,5,1, , , ,3
201569,4,U,4,1,1,1,2,68,4,3,1,2,10,2
201592,17,R,2,2, ,1,1,40,3,1, , , ,1
201595,29,U,2,2, ,1,2,30,6,1, , , ,5
201606,22,U,3,1,1,1,1,62,5,2,4,2,5,2
201641,53,S,4,1,1,2,2,61,6,1,3,2,5,1
201644,6,S,4,2, ,1,2,41,3,3, , , ,3
201646,6,R,4,1,1,1,1,56,3,1,1,2,6,2
201654,6,S,4,2, ,1,2,21,4,4, , , ,2
201691,6,R,4,1,1,2,1,33,6,1,1,1,6,1
201695,6,R,4,1,1,2,1,55,8,1,3,1,7,1
201753,6,U,4,1,1,3,1,21,4,9,2,2,2,3
201767,41,R,4,1,1,2,1,76,4,1,1,2,7,1
201814,53,S,4,1,1,2,1,48,2,1,1,1,3,1
201821,6,S,4,1,3,2,2,50,5,1,1,1,7,3
201822,6,S,4,1,1,1,1,18,2,1,6,1,8,2
201833,6,U,4,1,1,2,1,60,8,9,1,2,10,3
